id,text,keywords,funny,category
1280,"Un viejo le dice a otro:
-Cuando yo era joven, en Madrid había una de esas que cobra por hora a la que apodaban Cibeles.
-¿Por qué la apodaban así?
-Porque era bonita como una diosa,fría como una piedra y se tiraba a los leones-
.-Fría sería, pero a ti seguro que te calentó.
-Calentó, calentó. ¡Vaya si me calentó!
-¿Cuándo fue eso?
-Cuando le dije que no tenía dinero para pagarle el polvete que le echara.",madrid,2,sexo
1281,"Una jovencita, de las que reservan,le dice a su novio:
-¡Eres mi vida! ¡Eres mi sostén!
-Ya quisiera yo, ya.
-¿Lo qué?
-Ser tu sostén.",sostenes,1,sexo
1282,"- ¿Porque los vampiros de Lepe van en tractor?
- Para sembrar el panico",tractores,1,regionales
1283,"Entra un señor a un bar y el camarero le pregunta:
- ¿Qué quiere?
- ¡Que qué quiero!, una casa más grande, tener más dinero, que mi mujer sea más guapa.
- No, hombre, ¿Que qué desea?
- ¡Que qué deseo!, tener una mansión, ser millonario, que mi mujer sea estupenda.
- ¡No hombre! ¿Que qué va a ser?
- ¿Que qué va a ser? 
- Yo prefiero que sea chica pero si es un niño, no me importa.
- ¡No hombre! ¿Que qué va a tomar?
- ¡Ah, hombre, eso se dice antes! ¿Qué hay?
- Pues nada, por aquí, como siempre detrás de la barra...","absurdos,bares,conversaciones",2,profesiones
1284,"Un profesor de Inglés que estaba harto de que un alumno suyo no pasara de curso por sólo suspender su materia, entonces decidió hacerle un pequeño examen para ver podía pasar.
- A ver Jaimito, si yo te dijera: ""open the window"", ¿qué sería?
Y Jaimito responde:
- Window, window, eso es de los ordenadores, ¿no?
- No Jaimito, no es de los ordenadores, es abrir la ventana.
- A ver, otra, ¿qué es ""close the window""?
Jaimito responde:
- Otra vez lo de lo ordenadores, ¿no?
- No Jaimito no, si ""open the window"" es abrir la ventana, ""close the window"" será cerrar la ventana.
- A ver, la última oportunidad Jaimito, ¿qué es ""good morning""?
Jaimito dice:
- ¡Ah!, esta sí que la sé, good morning es, la ventana entre abierta.","inglés,windows",2,familia
1285,"Toc Toc...
- ¿Quién es?
- Abraham.
- NO, DIGAME PRIMERO SU NOMBRE Y LE ABRO
- ME LLAMO ABRAN
-DIGAME SU NOMBRE-NO NO LE ABRO ASTA QUE NO ME DIGA SU NOMBRE","absurdos,nombres",1,otros
1286,"Hubo un robo en una joyería de la capital. Llega la policía y encuentra las ventanas rotas y a un viejito mendigo cerca de la puerta. Los policías dicen:
- ¡Este es el ladrón! Llevémoslo a la pileta del parque para que confiese. 
Lo llevan y lo meten de cabeza dentro del estanque; lo sacan y le preguntan:
- ¿Dónde están las joyas?
El viejito no contesta nada, entonces lo vuelven a meter durante más tiempo. Lo sacan de nuevo:
- ¿Dónde están las joyas? 
Nada que contesta, lo meten la tercera vez, durante dos minutos, entonces el viejito levanta una mano; un policía dice:
- ¡Ya va a hablar! 
Lo sacan y le preguntan:
- A ver, ¿Dónde están las joyas? ¿Qué tiene que decir? 
Contesta el viejito:
- Que llamen a un buzo porque yo no veo nada en el estanque","policías,joyerías,joyas,mendigos",2,familia
1287,¿Cual es la diferencia de un toro vivo y un toro muerto? Que el toro vivo enviste y el toro muerto en bistek,"toros,bisteks",1,animales
1288,"Esposo: Estare ha tu lado el resto de mi vida 
Mujer: En serio?
Esposo: Si, me casare con la vecina",vecinas,1,sexo
1289,"Esto son 2 Leperos en un tren, y uno saca un cigarro y se pone a fumar,en esto que el amigo le pregunta:
-¿Tienes mas?
Despues de 20 minutos de pensar,el otro lepero dice:
-No,TENGO MENOS","tabaco,cigarros",1,regionales
1290,"Un hombre, pálido, triste y escuálido, va al psiquiatra y le dice:
-Mi suegra me está matando. Sé que me voy a morir. ¿Tengo cura?
-Claro que sí,en cualquier iglesia encontrará uno.",curas,2,familia
1291,"Un fontanero lega a un bar y le dice un amigo:
- ¡Qué mala cara tienes! ¿Qué te pasó?
- Que fui a arreglarle una cañería a una mujer. Me sedujo, fuimos para cama, cuando estaba en la faena, sale el marido del armario y ¡pumba!
- Te la metieron doblada.
-¿Doblada? ¡De punta, me la metió de punta!",fontaneros,2,sexo
1292,"- Mama, mama! Tengo dos noticias,una buena y una mala.
- Dime la buena primero.
- La buena es que e superado una prueba en positivo alto.
- ¿Y la mala?
- Pues...que era un test de embarazo...","embarazadas,tests,hijas",1,otros
1293,"Una muchacha, después de hacer el amor con su novio, le dice:
-Diez veces me acosté contigo, diez, y nunca llegué al éxtasis.
-Y qué no me entere yo que llegas. Las drogas matan","parejas,amor",2,sexo
1294,"En una aldea, le dice una vieja muy gorda a su nieto:
-Hoy cocemos pan. Vete al camino y trae bosta (mierda de vaca) para sellar la puerta del horno, así no se escapará la calor.
El niño se va, poco después viene con la bosta en un caldero, y le pregunta la abuela:
-¿Qué pasaría si la bosta se mezclase con el pan?
-Lo que no mata engorda, chaval, lo que no mata engorda.
-Hoy yo no voy a comer el pan.
¿Por qué?
-Porque tu gordura de comer pan solo no es.","nietos,panes,hornos",2,familia
1295,"Una muchacha en el confesionario.
-Padre, he pecado,y me pasó por ser una dejada.
-¿Y cómo fue eso, hija.
-Me fui dejando, me fui dejando...","dejados,confesionario",2,sexo
1296,"Un farmacéutico entra en la cárcel y le pregunta su compañero de celda:
- ¿Por que te trincaron?
- Es una historia muy larga.
- Será por tiempo...
- Pues ahí va. Fui al médico a que me recetase la viagra, ya que yo soy farmacéutico, pero honrado. El médico me mandó al urólogo, el urólogo al medico, el médico me mandó a hacer unas pruebas para el corazón. Llegue a casa y me encontré a mi mujer con otro.
- ¡Y lo mataste!
- No, le di por culo a él y después a mi mujer.
- ¡Te denunció el amante de tu mujer!
- No, pero estaba tan cabreado que fui al urólogo y le di por culo.
- ¡Te denunció el urólogo!
- Que va, se ve que le gustó. Después fui al médico y también le di por culo.
- ¡Fue el médico, te denunció el médico.
- Tampoco, a él también le gustó. Fue un día en el supermercado. Un tipo me pilló mangando una botella de whisky. Quiso convencerme para que no lo hiciera, y yo, le bajé los pantalones y le di bien dado, lo malo fue que a él no le gustó y era policía.
- Menos mal que aquí no hay viagra.
- No me hace falta. Es ver un culo y me pongo palote. ¿En qué litera voy a dormir?
- En la que quieras, yo esta noche no duermo.","cárceles,policías",3,sexo
1297,"Un adolescente pregunta a su padre:
- ¿Conociste a alguna mujer que fuese virgen?
- A tu madre.
- ¿Mamá era virgen cuando la conociste?
- Era y es.
- ¡¿Y cómo nací yo?!
- Pregúntale a la Virgen del Puño.","padres,vigenes",2,sexo
1298,¿cómo estornuda un tomate?............ketchuuuppp !!!,"tomates,ketchup",1,otros
1299,"Va un loco paseando por el psiquiátrico con una piedra atada a una cuerda. En esto que se le acerca el director del centro, que ya estaba harto de tanto loco, y le pregunta:
- Que, paseando al perrito, ¿no?
- Pero que perrito, no se da cuenta de que es una piedra?
- Muy bien, muy bien, para que vea que nosotros somos sensibles a las mejoras de nuestros pacientes le voy a dejar en libertad. Total que sale el loco a la calle con su piedra y vuelve la cabeza y dice:
- Ves lo que te dije, jimmy, si no ladrabas les engañaríamos!!!","locos,psiquiátricos,perros",2,animales
1300,"Dos amigos se encuentran. Uno de ellos va con una pala al hombro y va sudando un monton y parece agotado. 
- Pero Pepe, ¿qué te ha pasado? 
- Jo, estoy hecho polvo, vengo de enterrar a mi suegra. 
- ¿Pero te ha costado tanto, con lo fuerte que tu eres? 
- Es que la muy asquerosa no se dejaba.","palas,entierros",2,familia
1301,"Jaimito llama a la profesora a las 2:30 de la madrugada... 
- Señorita, ya está durmiendo?.
- Si.... ya estaba...... dormida!
- Tan linda la desgraciada,y uno aquí todavía haciendo deberes como un tonto!!","trasnochar,deberes,señoritas",2,familia
1302,"Un chino se aprendió la palabra yo-yo,después fue a un restaurante y aprendió cuchillo y tenedor,y después fue a un partido de fútbol y aprendió ¡oeeeeeeeeeeeeeee,
oeoeoe!De repente apareció la policía y le preguntó al chino:
-¿Quien ha matado a mi mujer?.
-Yo-yo.
-¿Con qué?
-Cuchillo y tenedor.
-Va a ir usted a la cárcel.
-¡¡Oeeeeeeeeeeee oeoeoeoe!!","chinos,policías",1,regionales
1303,"- ¿Qué le dijo el1 la 10? 
- Para ser comoyo tienes que ser
sincero","números,matemáticos",1,otros
1304,"Un día se murió un experto en programación y automatización de sistemas. Llevaba una vida ejemplar, pero no creía en Dios, por tanto lo mandaron al infierno. Era muy bueno programando y en poco tiempo arregló todos los desperfectos en el infierno, dejando todo que funcionara en forma automática, sin tener que resetear los equipos. 
Instaló acondicionadores en las oficinas, cafeteras automáticas, sistema multicanal de TV en todos los departamentos y puso a funcionar muchos otros servicios. Dios al enterarse de todo esto lo quiso transferir al paraíso, pero el Diablo se opuso. Dios se molestó y le dijo: 
- ¡Te voy a demandar! 
- Sí, como no, dijo el Diablo con sarcasmo.
- ¿Y dónde encontrarás un buen abogado, si en el paraíso no hay ninguno?","cielo,infierno,programadores",2,tematicos
1305,"En una oficina, un árabe es entrevistado

- ¿Nombre?
- Abu Abdalah Sarafi
- ¿Sexo?
- Cuatro veces por semana.
- ¡No, no, no! - ¿hombre o mujer?
- Hombre, mujer... y algunas veces camello...",árabes,2,regionales
1306,"Vete, ya no te quiero. Sólo me das problemas.
-Pero que dices, si soy tu profesora de álgebra.
-Y dale....","maestros,álgebra",2,familia
1307,"¿Qué animal es más sucio, el cerdo o la vaca? 
La vaca, porque la vaca le pregunta al cerdo:
- ¿Cuánto hace que no te duchas?
El cerdo dice:
- ¡oik, oik, oik! 
El cerdo se lo pregunta a ella y la vaca responde:
- Hace muuuuuuuuuuuuuuuuucho tiempo.","vacas,cerdos",1,animales
1308,"- Papa, ¿De donde vienen los niños?
- Sabía que este momento llegaría, pon este DVD.
- ¿So.. Sois mamá y tu desnudos??
- Shhhh, fíjate que polla!","vídeos,padres",2,sexo
1309,"-Cariño, te veo mejor!
-Pues estoy más gorda
-Pues eso, que te veo mejor...",gordas,1,familia
1310,"Un amigo le dice al otro:
- Tú ... ¿Qué piensas de las mujeres cuando practican el sexo con nosotros?: ¿Lo hacen por amor o por interés?.
- La mía lo hace por amor....
- ¿Cómo estás tan seguro?
- Porque lo que es interés, no pone ninguno.","parejas,amor",2,sexo
1311,"Un hombre se encuentra una lampara y la frota, sale el genio y le dice:
- Te concederé un deseo.
Y el hombre le dice:
- Deseo que mear sidra.
- Deseo concedido
Cuando el hombre llega a su casa le dice a su mujer:
- ¡Cariño meo sidra!
Y le dice su mujer:
- Toma, echame en esta copa
y su marido le dice
- No cariño, tu bebes a morro","sidra,genios",2,sexo
1312,"- Hay Mari, no veas mi marido que poco tacto tiene. Esta mañana me ha llamado gorda.
- No te preocupes por eso mujer, a mi me dice cosas peores.
- Ah si? es que es malo con todo el mundo... ¿Y a ti que te ha dicho?
- Pues que hueles mal, que eres tonta, imbécil,....","insultos,amigas",2,familia
1313,"Entra un hombre en un velatorio y le dice a la viuda:
- Lo siento
La viuda le responde:
- No, gracias, mejor déjalo tumbado.","funerales,viudas,muertos",2,familia
1314,"- ¿Qué pasa si tiras un pato al agua?
- Nada.","patos,agua",1,animales
1315,"En un hospital hay una enfermera GANGOSA y dice:
-Famidiades ded señod fednandez, se des infodma que ed señod que a muedto...
Se acerca la esposa y le dice:
-NO ME JODA!!!
Y le responde la enfermera:
- No mejoda no, ni mejodada ¡¡SE MUDIO!!","muertos,enfermeras",1,profesiones
1316,"Un hombre viene del trabajo en su coche cuando recive el impacto desde la izquierda y se ronpe el radio el húmedo y el cubito.
Cuando lo llevan al hospital le dicen que tienen que anputarle brazo, le cortan el brazo y sale del hospital muy entristecito.
Cuando ve a un hombre con los dos brazos cortados y saltando.
Y en si mismo se pregunta como puede ser que con un brazo cortado este triste y el con dos y esta saltando de alegria, voy a preguntarle a ver que me dice, entonces va y le pregunta
- señor como puede ser que este saltando con dos brazos cortados y yo con un brazo cortado y estoy hecho polvo.
 y le contesta el otro hombre
- ¡es usted gilipollas!
Me pica el culo y no me puedo rascar","brazos,amputaciones",1,profesiones
1317,"Dos locos en un manicomio están de charla:
- Oye, ¿qué tal si nos escapamos del manicomio?
Al día siguiente los dos se visten de caramelos con papel celofán. Entonces, cuando iban caminando por el patio del manicomio el guardia los ve y les pregunta:
- ¿A dónde van ustedes dos?
Y uno de ellos le responde:
- Solamente andamos caminando por aquí.
El guardia les vuelve a preguntar:
- ¿Y vestidos de caramelos?
Y el otro le responde:
- Sí.
El guardia les dice:
- Usted es un ""demente"".
Y loco le responde:
- Sí, yo soy demente, y él es de ""chocolete"".","locos,manicomios,guardias",3,otros
1318,"Se abre el telón y aparece un culo muy grande con un pelo, se cierra el telón
- ¿Como se llama la película?
- ""El peliculón""","películas,pelos",1,tematicos
1319,"En un pueblo se está construyendo una carretera. Un pueblerino se sentaba largas horas a ver como se realizaba la obra cuando se topó con el ingeniero.
- Hola, soy George Frank Steven, el ingeniero que hizo los estudios y encargado de la obra y la maquinaria.
- Hola, yo soy Federico Díaz, soy del pueblo de al lado.
- Veo que nunca habías visto cómo se hace una carretera moderna. Dime, ¿Cómo hacen las carreteras en tu pueblo?
- Bueno, en mi pueblo cuando queremos hacer una carretera de un pueblo a otro, soltamos un burro viejo y el animal escoge el camino más corto y más seguro y por ese camino hacemos la carretera.
- ¿Y qué pasa si no tienen un burro?
- ¡Llamamos a un ingeniero!","pueblerinos,obras,ingenieros,pueblos,burros",2,animales
1320,"El hombre acaba de morir.
El cura en la ceremonia se extiende con los elogios:
- El difunto era un buen marido, excelente cristiano, un padre ejemplar!!...
La viuda se vuelve hacia uno de sus hijos y le dice al oído:
- Anda a la urna y mira si es tu papá el que está adentro..","funerales,curas",2,familia
1321,"Un hombre va conduciendo por la carretera cuando de pronto ve que en el sentido contrario viene una mujer conduciendo su coche como loca y que al acercarse, baja la ventanilla y le grita:
- ¡CEEEEERRRRRDDOOOOOO!
El hombre que obviamente no se puede quedar callado, baja el cristal y le grita:
- ¡VAAAAAACCCCAAAAAAAA!
En eso, al doblar la curva, ¡PUM! el hombre se estrella con un gran cerdo que estaba en medio de la carretera.","insultos,coches,cerdos,vacas",2,animales
1322,"Era una señora tan gorda que greenpeace denunció al marido por tener a ""una ballena en cautiverio"".","ballenas,greenpeace",1,animales
1323,"Llega un tipo bien borracho a las 3:00 de la madrugada a su casa, mete la llave despacito sin hacer ruido para no despertar a su mujer.
Pero la mujer lo estaba esperando sentada en el sillón del living, cuando abrió la puerta esta le prendió la luz.
El borrachín al verse descubierto le dice:
Borrachín: Que..?
Esposa: Que de que..?
Borrachín: Que de que o que..?
Esposa: Que de que o que de que..?
Borrachín: Que de que o que de que o que..?
Esposa: Que de que o que de que o que por que..?
Borrachín: Que de que o que de que o que por que pero que..?
Esposa: Que ¿Donde andabas?!!
Borrachín: No, no, no.... no me cambiés la conversación.",absurdos,1,familia
1324,"Según un intelectual: El pedo, es el suspiro del alma","pedos,poesía",1,otros
1325,"Un italiano en el hospital esperando a que la mujer dé a luz. Sale el médico y dice:
- Han sido quintillizos.
El italiano con cara de sorpresa dice:
- Soy un monstruo, Es que... ¡ tengo un cañon !
Y el médico le dice
- Pues a ver si lo limpia entonces, porque han salido negros.","italianos,partos,gemelos",2,regionales
1326,"Este era un hombre que estaba muy asustado.... y de pronto se encuentra con un amigo:
- ¿Qué te pasa porque estás tan asustado...?
- Es que a mi suegra está loca. Dijo que si no le conseguía mil euros se regaba en gasolina y se prendía fuego...
- ¡Joer!, - contestó el amigo - ¿Y cuánto has conseguido...?
El hombre le contesta...
- ¡Cinco litros y medio de gasolina...!","gasolina,dinero",1,familia
1327,"- ¿Qué le dice un jardinero a otro?
- Disfrutemos mientras podamos","jardineros,absurdos",2,familia
1328,"A un tipo le para la policia cuando conducía hacia su casa en compañía de su esposa.

Tipo: - ¿Cuál es el problema agente?
Oficial: - Circulaba a 120 K/h en una zona de 80
Tipo: - No señor, iba a 85!!
Esposa: - No es cierto Luís, ibas a 110!!
El tipo le echa una mirada de advertencia a su mujer.

Oficial: - También lo voy a multar porque tiene fundida la luz de freno de la izquierda
Tipo: - ¿luz? ¿qué luz ? ...No tenía ni idea !!!!
Esposa: - No te hagas el tonto Luís, te dije que llevabas la luz fundida desde hace lo menos 6 semanas!!!
Esta vez la echa una mirada venenosa, de esas que causan pavor

Oficial: - También lo multaré por no usar el cinturón de seguridad
Tipo: - Pero si me lo quité en el momento que me detuvo!!
Esposa: - Por favor Luís!!! Pero si tú nunca lo utilizas!!!
Esta vez Luis no soporta y en el colmo de la exasperación grita a su mujer:
- ""CIERRA EL PICO HIJA DE PUTAAAA"" !!!!
Oficial: - Señora, ¿su esposo le habla así normalmente?
Esposa: - No... sólo cuando está borracho!!!.","policías,coches,multas",2,familia
1329,"Un niño fue golpeado por la vecina y la madre furiosa fue a pedirle explicaciones:
- ¿Por qué le pegó a mi hijo?
- Por maleducado, me llamó gorda.
- ¿Y cree que pegándole va a adelgazar?","gordos,adelgazar",2,familia
1330,"Una chica se acerca a su novio con cara de que quiere algo y le dice:
-mi amor,ya casi es mi cumpleaños, ¿me compras un móvil?
-¿un móvil? ¿y el otro?
-mmm... él me va a comprar una tablet.",,2,sexo
1331,"En el cuarto, esta una pareja de casados,
y ella le dice a el:
-desabrocha mi blusa y dejala en la cama.
-si mi amor......
-ahora el brasier y ponlo en la silla.
-de inmediato mi vida.-.deja mi falda en el ropero.
-claro cariño.
-mis pantis tiralas al suelo.
-listo corazon
-¡y que sea la ultima vez que te pones mi ropa!",ropa,2,sexo
1332,"-Ai va la ostia Iñaki, que ya me han dicho que ya eres papá, la ostia!!!!! 
- Ayer ha nacido, es niña y se llama Rocío.
- Rocío, que nombre más poco vasco!!!
- Es que en casa le llamamos Eskartxa, ai va la ostia!!!",nombres,2,regionales
1333,"En qué se parecen una ""boda"" y un ""divorcio""?
- En que en la boda todo es arroz
 y en el divorcio todo es ""paella"" .","arroz,paellas,bodas,divorcios",2,familia
1334,"Un buen día están jugando al golf Moisés, Jesucristo y un hombre mayor. A esto que coge Moisés se prepara y paff, la bola directa al agua. Toda la gente oooh! y dice Moisés:
- No pasa nada. Coge el palo, lo hinca en el suelo y se separan las aguas le pega de nuevo a la bola y directa al hoyo...la gente se volvió loca.
A esto que llega Jesucristo se prepara y paff, la bola otra vez al agua, pero esta vez queda flotando coge Jesucristo empieza a andar por el agua le pega a la bola y al hoyo.
Ahora le toca al anciano, le pega y la bola directa al agua, pero justo antes de llegar sale un pez, se come la bola y antes de que caiga el pez al agua aparece una gaviota que se come al pez. A la gaviota le cae un rayo, se cae al suelo abre el pico sale la bola y se cuela en el hoyo...a esto que dice Jesucristo:
- Mira papá si empiezas con chulerías yo no juego","Jesús,deportes,Dios,Moisés,golf",2,tematicos
1335,"Hay un psicologo y 3 locos enfrente de el. y para probar si se habian curado les pregunta:
psicologo -cuanto es 4+4
el 1er loco responde: caballo
el psicologo pasa al 2do loco y el responde: cebra
el 3er loco levanta la mano y grita 8!!
el psicologo pregunta como lo supo y el responde: Facil, dividi caballo por cebra y me dio 8","psicólogos,locos",2,otros
1336,"- ¿Cuál es la diferencia entre la amante y la esposa?
- 30 kilos.
- ¿Cuál es la diferencia entre el amante y el esposo?
- 30 minutos.
- ¿Conoces el castigo para la bigamia? 
- Tener dos suegras.
- ¿Cuál es la diferencia entre un terrorista y una suegra?
- Con el terrorista se puede negociar.","preguntas,amantes,terroristas,bigamia",2,familia
1337,"Llega un nuevo profesor a la universidad, trajeado y vistoso, a impartir un curso de fisica fundamental. Desde la tarima popone a sus alumnos el siguiente problema:
- Teniendo en cuenta el volumen que ocupan ustedes (yo no, que para eso soy catedrático), la velocidad del rayo lumínico solar, la aberración del polvo desplazado por la tiza y las vibraciones emitidas por mis cuerdas vocales, calculen la edad que tengo.
Todos los alumnos tiemblan ante el problema, excepto uno que levanta la mano y dice de inmediato: ""cuarenta y cuatro"".
El catedrático se sorprende y pregunta:
- Y usted, ¿cómo lo sabe?
- Muy fácil. Tengo un hermano que tiene 22 y es medio gilipollas.","físicos,locos,catedráticos,universitarios",3,profesiones
1338,"En una ocasión se encontraron tres locos en un desierto. Llevaban varios días de recorrido y no habían encontrado nada para comer y mucho menos para beber. Después de cinco días, los tres locos encontraron un coche viejo en medio del desierto, uno de los locos pregunta:
- ¿Para qué nos puede servir este coche?
El segundo le contesta:
- Yo no sé, pero tiene que servir para algo.
A lo que el tercero le responde:
- Yo me voy a llevar un asiento para sentarme cuando me canse.
Le dice el segundo:
- Yo me voy a llevar el radiador para tomar agua cuando tenga sed.
El primer loco dice:
- Pues, yo me voy a llevar una puerta.
Y los otros locos le dicen:
- ¿Una puerta? ¿Y para qué? 
A lo que el primer loco le contesta:
- ¡Para bajar los cristales cuando tenga calor!","locos,desiertos,coches",3,otros
1339,"- ¿En qué se parece un hombre a un microondas?
- En que al principio piensas que sirve para todo, y al final sólo para calentar...","hombres,microondas,feministas",2,sexo
1340,"Eran 3 ancianos de 70 años, que se encontraron en un bar y se pusieron a hablar.
Hablaban de los hijos, de los estudios trabajos, etc...
-Uno dice: mi hijo es vendedor de bienes raíces y con eso le regaló una casa a un amigo.
Otro dice:
- Pues mi hijo es dueño de una concesionaria y le regaló un coche a un amigo.
Y el último dice... 
- Pues mi hijo es gay, y tiene 2 novios, uno trabaja en vendedor de casa y le regaló una casa y el otro trabaja en una concesionaria y le regaló un coche.","novios,coches,casas,regalos",2,sexo
1341,"- ¿Cuál es el animal que vuela mas alto?
- El conejo
-¿El conejo? ¿Qué conejo?
- El de la azafata","azafatas,conejos",2,animales
1342,"Entra un señor en un bar y pregunta enfadado:
- ¿Quien me ha pintado mi caballo de verde? 
Sale un señor de 2,10 metros y dice: 
- He sido yo 
Y el señor le dice: 
- Pues ves a darle la segunda capa que ya esta seco !!","caballos,pintores,absurdos",1,animales
1343,"Son 3 reyes que vivian en un mismo castillo y el primero dijo:
- Chicos, vamos a hacer una apuesta; nos vamos a tirar desde la ventana más alta, y el que no se haga tortilla se queda con el castillo.
Aceptaron y comenzó la apuesta.
El primero se tiró y se hizo tortilla.
El segundo se tiró y se hizo tortilla.
El tercero se tiró y no se hizo tortilla.
Entonces las tortillas preguntaron al rey:
-¿Por qué no te hiciste tortilla?
Y el rey dijo:
-Porque me dejé los huevos arriba","reyes,tortillas",1,sexo
1344,"Este es Mr. Bean que va al doctor y le dice:
- Dígame que le pasa
Mr Bean: - Es que en ocasiones veo hombres de verde con tres antenas.
Doctor: - ¡Vaya¡, otro que se ha fumado brotes verdes...... Siguiente","Bean,doctores",2,profesiones
1345,"¿Qué es lo que más le duele a un niño pijo?
Que le den por cool",pijos,1,sexo
1346,"Un amigo le dice a otro:
-¿Cual es la lapa que que vuela? LAPA loma ...","lapas,palomas",1,animales
1347,"Llega Jaimito gritando:
- Mama la cague la cague 
y la mama le dice 
- No digas eso hijo que todo tiene solucion en la vida 
entonces jaimito dice:
- No es eso mama lo que pasa es que queria despertar a mi hermana con un peo en el oido y la cague.","cagar,madres,hermanas",1,familia
1348,"Va el hijo al padre gitano y le dice:
- Ay papa me voy al colegio.
y su padre le dice:
- Muy bien hijo,aver cuanto es 4x4.
- Papa pues un todoterreno.
- Muy bien hijo y 3x2.
- Pues el carrefur.
- vale y ahora un ploblema de matematicas. Si en un huerto hay 200 melones y en la fragoneta caben solo 100 cuantos quedan.
- Papa nos queda otro viaje.
y ahora viene el otro hijo y le dice:
- Ay papa yo también soy el mas listo de la clase porque estábamos en el vestuario y los niños la tenían muy pequeña y yo la tengo grande eso papa es por ser gitano?
- No hijo eso porque tu tienes 18 años y vas con los de primaria.","gitanos,colegios",2,familia
1349,"- ¿Cómo se dice estoy muerto en Inglés? 
- Memory.","muertes,inglés",1,otros
1350,"Un español se encuentra a un chino y dice:
- ¡Hola!
Y el chino dice:
- Las 12:30.","chinos,relojes",1,regionales
1351,"- Doctor, soy asmático, ¿es grave?
- No amigo, es esdrújula.","doctores,absurdos",1,profesiones
1352,"- Cual es tu oficio? 
- Soy Aparejador.
- Pues a ver si me buscas una amiguita, que estoy muy solo.
- ¿Eh?","aparejadores,arquitectos",1,profesiones
1353,"-Papá¿qué es una araña?
-Un pequeño ser depredador y venenoso que paraliza a sus presas y se dedica a tejer
-¿Cómo la abuela?
-Con más patas","abuelas,patas",2,animales
1354,"(Lee abajo)
¿Cómo mantienes a un tonto ocupado?
(Lee arriba)","tontos,absurdos",1,otros
1355,"-No hay sentimiento con más poder que el amor. 
-¿Puede un enamorado doblar el acero con su vista de rayos láser?
-¿Qué? 
-¡Pues te callas!","superpoderes,amor",1,familia
1356,"-¿Qué quieres ser de mayor?
-Policía y hostiarte, perroflauta.
-¿Oíste lo que me ha dicho tu hijo?
-Normal, con esas barbas vas provocando.","policías,perroflautas",2,familia
1357,¡He tenido una idea que te cagas! (El inventor del laxante),laxantes,3,otros
1358,"-Tu amiga no ha hablado en toda la noche.
-Tío, que es muda.
-¿Sí? ¿Y todos los mudos son así de tímidos?
-¿Qué?","tímidos,ligues",1,familia
1359,"-Hijo, nunca dejes que te digan lo que puedes o no puedes hacer. 
-¿Puedo salir con tacones?
-Y te reviento sin alterar mi tono filosófico.","filosofico,tacones,padres",2,sexo
1360,"Se abre el telon, se cierra el telon, se abre el telon, se cierra el telon y se abre otra vez. Quien es el tonto que juega con el telon?","absurdo,tontos",2,tematicos
